participantid,condition,block,reliabilityT,reliabilityF,theta,resp,rt,flankerMinusTarget,error
5,vertical_0-flanker,6,1,NaN,55,55.125,0.8828,NaN,0.125
5,vertical_0-flanker,6,0,NaN,-55,-49.125,1.1495,NaN,5.875
5,vertical_0-flanker,6,0,NaN,55,65.25,1.1494,NaN,10.25
5,vertical_0-flanker,6,1,NaN,-35,-60,1.7075,NaN,-25
5,vertical_0-flanker,6,1,NaN,-35,-42.375,1.5578,NaN,-7.375
5,vertical_0-flanker,6,0,NaN,-35,-58.5,1.5909,NaN,-23.5
5,vertical_2-flanker,1,0,1,55,44.25,3.2234,15,NaN
5,vertical_2-flanker,1,0,1,55,42.375,2.4655,-25,-12.625
5,vertical_2-flanker,1,1,0,55,48.75,2.7907,-45,-6.25
5,vertical_2-flanker,1,0,1,55,52.125,2.8573,90,-2.875
5,vertical_2-flanker,1,1,0,35,33,2.4322,-15,-2
5,vertical_2-flanker,1,0,1,35,44.625,2.2415,-35,9.625
5,vertical_2-flanker,1,0,1,55,37.125,3.6488,-35,NaN
5,vertical_2-flanker,1,0,1,35,32.625,3.3666,15,NaN
5,vertical_2-flanker,1,0,1,55,59.25,2.8738,-5,4.25
5,vertical_2-flanker,1,1,0,35,46.5,2.0758,45,11.5
5,vertical_2-flanker,1,0,1,55,52.875,2.7501,-15,-2.125
5,vertical_2-flanker,1,1,0,55,64.125,2.2816,-30,9.125
5,vertical_2-flanker,1,0,1,35,12.375,2.9324,-25,-22.625
5,vertical_2-flanker,1,1,0,55,57.375,1.7406,20,2.375
5,vertical_2-flanker,1,1,0,55,71.625,2.9165,90,16.625
5,vertical_2-flanker,1,0,1,35,52.5,3.7988,30,NaN
5,vertical_2-flanker,1,1,0,55,68.25,2.599,90,13.25
5,vertical_2-flanker,1,0,1,55,69.375,1.7322,-40,14.375
5,vertical_2-flanker,1,1,0,35,42,2.6832,-35,7
5,vertical_2-flanker,1,1,0,55,57,1.999,-10,2
5,vertical_2-flanker,1,1,0,35,45.375,2.6164,-20,10.375
5,vertical_2-flanker,1,1,0,35,31.5,2.7741,-35,-3.5
5,vertical_2-flanker,1,0,1,35,51,2.4739,-45,16
5,vertical_2-flanker,1,0,1,35,42.75,1.8574,5,7.75
5,vertical_2-flanker,1,1,0,35,31.125,1.6908,90,-3.875
5,vertical_2-flanker,1,0,1,55,85.5,1.7656,40,30.5
5,vertical_2-flanker,1,0,1,35,18,2.2489,-20,-17
5,vertical_2-flanker,1,0,1,35,15.375,2.5072,-30,-19.625
5,vertical_2-flanker,1,0,1,35,27.75,2.1074,-20,-7.25
5,vertical_2-flanker,1,0,1,35,40.875,2.3654,0,5.875
5,vertical_2-flanker,1,1,0,55,46.125,1.7906,35,-8.875
5,vertical_2-flanker,1,1,0,55,69.75,2.5239,10,14.75
5,vertical_2-flanker,1,0,1,55,55.5,1.9068,-10,0.5
5,vertical_2-flanker,1,1,0,55,55.5,1.6073,-30,0.5
5,vertical_2-flanker,1,0,1,55,57.375,1.7161,-20,2.375
5,vertical_2-flanker,1,0,1,55,76.875,1.5239,5,21.875
5,vertical_2-flanker,1,0,1,35,47.625,2.0158,35,12.625
5,vertical_2-flanker,1,0,1,35,21.375,2.2988,-10,-13.625
5,vertical_2-flanker,1,0,1,55,64.875,2.1159,10,9.875
5,vertical_2-flanker,1,0,1,55,87.75,1.5157,35,32.75
5,vertical_2-flanker,1,0,1,35,28.125,2.3408,-35,-6.875
5,vertical_2-flanker,1,0,1,55,59.625,2.9406,10,4.625
5,vertical_2-flanker,1,1,0,55,57.375,1.8167,-40,2.375
5,vertical_2-flanker,1,1,0,55,41.25,1.6323,-10,-13.75
5,vertical_2-flanker,1,1,0,55,62.25,2.4494,45,7.25
5,vertical_2-flanker,1,0,1,55,63.375,1.2655,15,8.375
5,vertical_2-flanker,1,0,1,35,10.875,1.9491,-15,-24.125
5,vertical_2-flanker,1,0,1,55,88.125,3.0407,45,NaN
5,vertical_2-flanker,1,1,0,55,42.75,2.5741,-20,-12.25
5,vertical_2-flanker,1,1,0,55,54,3.0988,0,NaN
5,vertical_2-flanker,1,1,0,55,61.125,1.7241,-10,6.125
5,vertical_2-flanker,1,1,0,55,54.75,3.7413,0,NaN
5,vertical_2-flanker,1,1,0,35,22.125,2.2403,20,-12.875
5,vertical_2-flanker,2,1,0,55,33.75,1.291,40,-21.25
5,vertical_2-flanker,2,1,0,35,38.625,1.4659,-45,3.625
5,vertical_2-flanker,2,1,0,55,49.875,2.4406,5,-5.125
5,vertical_2-flanker,2,1,0,35,25.5,1.566,90,-9.5
5,vertical_2-flanker,2,1,0,35,35.625,1.2318,5,0.625
5,vertical_2-flanker,2,0,1,55,75,1.8158,25,20
5,vertical_2-flanker,2,1,0,35,24.75,1.6991,-40,-10.25
5,vertical_2-flanker,2,1,0,35,16.125,1.1323,-25,-18.875
5,vertical_2-flanker,2,1,0,55,67.5,2.4161,-20,12.5
5,vertical_2-flanker,2,0,1,55,76.5,1.3905,-35,21.5
5,vertical_2-flanker,2,1,0,35,39.375,2.0241,-40,4.375
5,vertical_2-flanker,2,1,0,55,70.875,1.3991,0,15.875
5,vertical_2-flanker,2,0,1,55,45.375,2.1417,-10,-9.625
5,vertical_2-flanker,2,1,0,35,30.375,2.3822,-25,-4.625
5,vertical_2-flanker,2,0,1,55,63.375,3.0242,-30,NaN
5,vertical_2-flanker,2,0,1,55,63.375,3.6321,-5,NaN
5,vertical_2-flanker,2,1,0,35,43.125,1.7408,-10,8.125
5,vertical_2-flanker,2,1,0,35,43.875,1.7918,40,8.875
5,vertical_2-flanker,2,0,1,35,41.25,1.5073,15,6.25
5,vertical_2-flanker,2,1,0,55,65.625,0.8494,15,10.625
5,vertical_2-flanker,2,1,0,55,63,1.7001,90,8
5,vertical_2-flanker,2,0,1,35,58.875,1.1656,45,23.875
5,vertical_2-flanker,2,1,0,55,72.75,1.7408,-20,17.75
5,vertical_2-flanker,2,0,1,35,28.5,1.8909,20,-6.5
5,vertical_2-flanker,2,1,0,55,60.75,1.7493,45,5.75
5,vertical_2-flanker,2,1,0,55,66,1.3572,-20,11
5,vertical_2-flanker,2,1,0,55,67.875,2.699,-45,12.875
5,vertical_2-flanker,2,1,0,35,24.75,1.6241,-10,-10.25
5,vertical_2-flanker,2,0,1,55,36.75,1.2408,40,-18.25
5,vertical_2-flanker,2,0,1,55,63.375,1.3407,20,8.375
5,vertical_2-flanker,2,1,0,55,62.625,2.3324,30,7.625
5,vertical_2-flanker,2,1,0,35,28.125,1.4667,20,-6.875
5,vertical_2-flanker,2,0,1,55,64.125,1.3326,30,9.125
5,vertical_2-flanker,2,1,0,55,57,1.4159,-35,2
5,vertical_2-flanker,2,1,0,55,66.75,1.4992,90,11.75
5,vertical_2-flanker,2,0,1,35,46.125,1.5325,20,11.125
5,vertical_2-flanker,2,1,0,55,65.25,1.4747,20,10.25
5,vertical_2-flanker,2,1,0,35,37.125,0.7661,90,2.125
5,vertical_2-flanker,2,0,1,35,47.25,1.8001,90,12.25
5,vertical_2-flanker,2,0,1,35,10.5,2.1908,30,-24.5
5,vertical_2-flanker,2,0,1,55,40.125,1.3572,-15,-14.875
5,vertical_2-flanker,2,1,0,55,52.875,2.5491,15,-2.125
5,vertical_2-flanker,2,0,1,35,51.375,1.6826,90,16.375
5,vertical_2-flanker,2,0,1,55,42.75,1.3326,-40,-12.25
5,vertical_2-flanker,2,0,1,55,60.75,2.0583,-35,5.75
5,vertical_2-flanker,2,0,1,55,57.375,2.3074,-40,2.375
5,vertical_2-flanker,2,1,0,35,33.375,1.9983,20,-1.625
5,vertical_2-flanker,2,0,1,35,35.625,1.6825,90,0.625
5,vertical_2-flanker,2,0,1,35,67.875,1.4742,-35,32.875
5,vertical_2-flanker,2,1,0,35,26.25,1.1574,30,-8.75
5,vertical_2-flanker,2,1,0,35,31.875,1.5076,-5,-3.125
5,vertical_2-flanker,2,1,0,55,51.375,1.2576,45,-3.625
5,vertical_2-flanker,3,1,0,35,40.125,1.2327,-45,5.125
5,vertical_2-flanker,3,0,1,55,65.625,2.3161,15,10.625
5,vertical_2-flanker,3,1,0,55,72,1.7001,30,17
5,vertical_2-flanker,3,0,1,35,27,1.5409,-25,-8
5,vertical_2-flanker,3,0,1,35,37.125,1.0489,20,2.125
5,vertical_2-flanker,3,0,1,35,41.25,1.041,-5,6.25
5,vertical_2-flanker,3,0,1,55,66,2.2322,35,11
5,vertical_2-flanker,3,1,0,35,17.25,2.3075,15,-17.75
5,vertical_2-flanker,3,0,1,35,58.125,2.0242,10,23.125
5,vertical_2-flanker,3,1,0,55,74.625,1.9322,-40,19.625
5,vertical_2-flanker,3,1,0,55,60.375,2.3989,-40,5.375
5,vertical_2-flanker,3,1,0,55,51.75,1.3828,0,-3.25
5,vertical_2-flanker,3,0,1,35,35.625,2.3491,90,0.625
5,vertical_2-flanker,3,0,1,35,10.875,1.4825,40,-24.125
5,vertical_2-flanker,3,0,1,35,33,1.3241,10,-2
5,vertical_2-flanker,3,0,1,35,64.5,5.0653,45,NaN
5,vertical_2-flanker,3,1,0,35,15,1.8076,-5,-20
5,vertical_2-flanker,3,1,0,55,50.625,2.0155,-45,-4.375
5,vertical_2-flanker,3,1,0,55,36.375,3.0407,25,NaN
5,vertical_2-flanker,3,1,0,55,54.375,2.2407,15,-0.625
5,vertical_2-flanker,3,0,1,35,41.625,1.7658,-25,6.625
5,vertical_2-flanker,3,1,0,35,42.375,2.3821,-25,7.375
5,vertical_2-flanker,3,1,0,35,36.375,1.3659,0,1.375
5,vertical_2-flanker,3,1,0,35,24.375,1.2667,10,-10.625
5,vertical_2-flanker,3,1,0,35,37.875,1.2751,-15,2.875
5,vertical_2-flanker,3,0,1,55,58.875,1.466,-15,3.875
5,vertical_2-flanker,3,0,1,35,37.5,1.5911,90,2.5
5,vertical_2-flanker,3,1,0,35,21.75,1.3669,25,-13.25
5,vertical_2-flanker,3,1,0,35,45.375,1.2915,-45,10.375
5,vertical_2-flanker,3,1,0,35,59.625,1.6576,25,24.625
5,vertical_2-flanker,3,0,1,55,55.875,2.2334,20,0.875
5,vertical_2-flanker,3,0,1,55,37.125,1.616,-25,-17.875
5,vertical_2-flanker,3,1,0,35,11.625,1.9825,0,-23.375
5,vertical_2-flanker,3,0,1,55,88.125,2.0241,-30,33.125
5,vertical_2-flanker,3,1,0,55,63,2.2241,-15,8
5,vertical_2-flanker,3,0,1,55,56.625,1.5665,90,1.625
5,vertical_2-flanker,3,0,1,55,57.375,3.2163,-5,NaN
5,vertical_2-flanker,3,1,0,55,55.875,2.5991,-25,0.875
5,vertical_2-flanker,3,1,0,35,34.125,2.4075,-20,-0.875
5,vertical_2-flanker,3,0,1,55,69.375,1.7418,20,14.375
5,vertical_2-flanker,3,0,1,55,54,2.2668,90,-1
5,vertical_2-flanker,3,0,1,55,71.625,1.1493,5,16.625
5,vertical_2-flanker,3,0,1,55,42,1.0489,35,-13
5,vertical_2-flanker,3,1,0,55,57.375,1.4239,-5,2.375
5,vertical_2-flanker,3,0,1,55,78,1.5493,-35,23
5,vertical_2-flanker,3,1,0,35,32.25,1.5664,5,-2.75
5,vertical_2-flanker,3,0,1,55,65.625,1.3821,-45,10.625
5,vertical_2-flanker,3,1,0,55,78.375,1.2993,-25,23.375
5,vertical_2-flanker,3,0,1,55,69.375,1.2825,-30,14.375
5,vertical_2-flanker,3,0,1,35,23.625,1.2158,30,-11.375
5,vertical_2-flanker,3,1,0,35,25.125,1.8655,45,-9.875
5,vertical_2-flanker,3,0,1,35,28.5,0.9325,30,-6.5
5,vertical_2-flanker,3,1,0,55,69,1.4834,15,14
5,vertical_2-flanker,3,1,0,35,24,1.8159,-10,-11
5,vertical_2-flanker,4,1,0,55,64.125,2.132,45,9.125
5,vertical_2-flanker,4,1,0,55,61.875,1.6579,35,6.875
5,vertical_2-flanker,4,1,0,55,77.25,1.7155,90,22.25
5,vertical_2-flanker,4,1,0,35,32.625,1.2905,25,-2.375
5,vertical_2-flanker,4,1,0,55,67.5,1.9659,90,12.5
5,vertical_2-flanker,4,1,0,35,21.375,1.5327,90,-13.625
5,vertical_2-flanker,4,0,1,55,44.625,1.8661,5,-10.375
5,vertical_2-flanker,4,1,0,35,22.875,1.7075,-25,-12.125
5,vertical_2-flanker,4,1,0,35,14.625,1.4826,15,-20.375
5,vertical_2-flanker,4,1,0,35,33.75,1.5832,-45,-1.25
5,vertical_2-flanker,4,0,1,35,33.375,1.1826,-5,-1.625
5,vertical_2-flanker,4,0,1,55,73.125,1.9159,30,18.125
5,vertical_2-flanker,4,1,0,35,31.125,0.9159,15,-3.875
5,vertical_2-flanker,4,0,1,35,39.375,2.5824,5,4.375
5,vertical_2-flanker,4,0,1,35,57,2.0491,-45,22
5,vertical_2-flanker,4,1,0,55,61.125,2.0908,10,6.125
5,vertical_2-flanker,4,0,1,55,63,1.8822,-10,8
5,vertical_2-flanker,4,1,0,35,37.125,1.8241,30,2.125
5,vertical_2-flanker,4,1,0,35,36,2.1408,90,1
5,vertical_2-flanker,4,1,0,55,49.5,1.8663,-45,-5.5
5,vertical_2-flanker,4,1,0,35,51,1.8679,35,16
5,vertical_2-flanker,4,1,0,35,22.125,1.4827,-15,-12.875
5,vertical_2-flanker,4,1,0,35,9,1.4169,45,-26
5,vertical_2-flanker,4,1,0,55,67.125,1.9409,10,12.125
5,vertical_2-flanker,4,0,1,55,72.375,1.5492,5,17.375
5,vertical_2-flanker,4,0,1,55,58.125,2.1908,-25,3.125
5,vertical_2-flanker,4,1,0,35,31.5,1.6418,-15,-3.5
5,vertical_2-flanker,4,0,1,55,74.625,2.2084,30,19.625
5,vertical_2-flanker,4,1,0,35,34.5,1.3091,-30,-0.5
5,vertical_2-flanker,4,0,1,35,39.75,1.5323,0,4.75
5,vertical_2-flanker,4,0,1,55,58.875,1.5825,40,3.875
5,vertical_2-flanker,4,0,1,55,69.375,1.5326,15,14.375
5,vertical_2-flanker,4,1,0,35,63.375,1.3571,-30,28.375
5,vertical_2-flanker,4,0,1,55,68.25,1.8749,20,13.25
5,vertical_2-flanker,4,1,0,55,68.625,1.3571,35,13.625
5,vertical_2-flanker,4,0,1,55,29.25,1.0831,10,-25.75
5,vertical_2-flanker,4,0,1,35,30.75,1.6336,-10,-4.25
5,vertical_2-flanker,4,1,0,35,28.5,1.6666,90,-6.5
5,vertical_2-flanker,4,1,0,55,65.625,1.4583,30,10.625
5,vertical_2-flanker,4,1,0,35,15,1.3749,-5,-20
5,vertical_2-flanker,4,0,1,35,54.375,2.0084,-15,19.375
5,vertical_2-flanker,4,1,0,55,66.375,2.1991,25,11.375
5,vertical_2-flanker,4,1,0,35,21,1.3997,30,-14
5,vertical_2-flanker,4,1,0,55,63.75,1.0343,-30,8.75
5,vertical_2-flanker,4,0,1,35,50.25,1.1324,0,15.25
5,vertical_2-flanker,4,0,1,35,20.25,1.4827,45,-14.75
5,vertical_2-flanker,4,1,0,55,70.875,1.2076,20,15.875
5,vertical_2-flanker,4,1,0,35,29.625,1.05,-20,-5.375
5,vertical_2-flanker,4,1,0,35,51,1.2574,25,16
5,vertical_2-flanker,4,0,1,35,38.625,1.2168,25,3.625
5,vertical_2-flanker,4,1,0,55,69,0.8575,-15,14
5,vertical_2-flanker,4,1,0,35,21.75,1.5425,45,-13.25
5,vertical_2-flanker,4,0,1,55,67.875,0.9826,0,12.875
5,vertical_2-flanker,4,1,0,35,27,1.2585,10,-8
5,vertical_2-flanker,4,1,0,55,65.25,1.2076,25,10.25
5,vertical_2-flanker,4,1,0,35,26.625,1.3169,10,-8.375
5,vertical_2-flanker,4,0,1,55,58.875,1.3491,-45,3.875
5,vertical_2-flanker,4,0,1,35,87.75,2.1657,-30,NaN
5,vertical_2-flanker,4,0,1,35,10.875,1.1502,5,-24.125
5,vertical_2-flanker,4,0,1,35,52.125,1.5503,35,17.125
5,vertical_2-flanker,4,1,0,35,38.25,1.5091,0,3.25
5,vertical_2-flanker,4,1,0,55,49.5,1.7992,-25,-5.5
5,vertical_2-flanker,4,0,1,35,43.125,1.2412,20,8.125
5,vertical_2-flanker,4,1,0,35,28.875,1.8407,0,-6.125
5,vertical_2-flanker,4,0,1,55,49.5,1.1489,0,-5.5
5,vertical_2-flanker,5,0,1,55,53.25,1.6167,35,-1.75
5,vertical_2-flanker,5,1,0,55,55.875,1.4586,40,0.875
5,vertical_2-flanker,5,1,0,55,43.5,1.8491,30,-11.5
5,vertical_2-flanker,5,1,0,35,39.75,2.0335,5,4.75
5,vertical_2-flanker,5,1,0,55,57.375,1.467,-15,2.375
5,vertical_2-flanker,5,1,0,55,51.375,1.6002,10,-3.625
5,vertical_2-flanker,5,1,0,55,66.375,1.4241,-35,11.375
5,vertical_2-flanker,5,0,1,35,41.625,1.6003,-35,6.625
5,vertical_2-flanker,5,0,1,35,52.125,1.6226,15,17.125
5,vertical_2-flanker,5,0,1,35,64.875,0.941,90,29.875
5,vertical_2-flanker,5,1,0,35,55.875,1.3902,40,20.875
5,vertical_2-flanker,5,0,1,35,37.5,1.0999,40,2.5
5,vertical_2-flanker,5,0,1,55,59.25,1.408,30,4.25
5,vertical_2-flanker,5,0,1,55,56.625,1.6422,25,1.625
5,vertical_2-flanker,5,1,0,35,36.75,1.3836,-5,1.75
5,vertical_2-flanker,5,0,1,55,63.75,2.399,0,8.75
5,vertical_2-flanker,5,0,1,55,66,0.9576,90,11
5,vertical_2-flanker,5,1,0,35,26.25,1.0588,-35,-8.75
5,vertical_2-flanker,5,1,0,55,60.75,1.5909,-35,5.75
5,vertical_2-flanker,5,0,1,35,42.75,1.8163,0,7.75
5,vertical_2-flanker,5,0,1,35,48.75,1.6646,-15,13.75
5,vertical_2-flanker,5,0,1,55,58.875,2.275,45,3.875
5,vertical_2-flanker,5,0,1,35,42.375,1.3408,10,7.375
5,vertical_2-flanker,5,0,1,35,20.25,0.7837,40,-14.75
5,vertical_2-flanker,5,0,1,35,46.125,1.2503,10,11.125
5,vertical_2-flanker,5,1,0,55,70.125,1.5659,-25,15.125
5,vertical_2-flanker,5,1,0,55,55.875,2.2242,-15,0.875
5,vertical_2-flanker,5,1,0,35,36.75,1.4408,-40,1.75
5,vertical_2-flanker,5,1,0,35,45.75,1.5572,35,10.75
5,vertical_2-flanker,5,1,0,55,81.375,1.007,90,26.375
5,vertical_2-flanker,5,1,0,35,40.5,2.0492,-35,5.5
5,vertical_2-flanker,5,1,0,35,40.875,3.0823,30,NaN
5,vertical_2-flanker,5,0,1,55,22.125,1.6827,25,-32.875
5,vertical_2-flanker,5,1,0,55,78.75,1.5491,5,23.75
5,vertical_2-flanker,5,0,1,55,60.75,2.332,10,5.75
5,vertical_2-flanker,5,1,0,55,67.5,2.6161,90,12.5
5,vertical_2-flanker,5,0,1,35,43.125,1.5503,-40,8.125
5,vertical_2-flanker,5,0,1,35,72.375,2.6737,-30,NaN
5,vertical_2-flanker,5,0,1,35,57,2.6753,-15,22
5,vertical_2-flanker,5,1,0,35,27,1.9826,35,-8
5,vertical_2-flanker,5,1,0,35,53.625,1.5075,-20,18.625
5,vertical_2-flanker,5,0,1,55,85.125,2.5659,-25,30.125
5,vertical_2-flanker,5,0,1,35,47.25,2.5489,35,12.25
5,vertical_2-flanker,5,0,1,35,18.375,3.5653,25,NaN
5,vertical_2-flanker,5,0,1,55,37.125,1.1575,-5,-17.875
5,vertical_2-flanker,5,0,1,55,70.125,1.3085,-20,15.125
5,vertical_2-flanker,5,1,0,55,69.75,1.5991,25,14.75
5,vertical_2-flanker,5,0,1,35,61.125,2.0418,15,26.125
5,vertical_2-flanker,5,0,1,55,74.25,2.166,90,19.25
5,vertical_2-flanker,5,1,0,55,74.625,1.458,-5,19.625
5,vertical_2-flanker,5,1,0,55,78.375,1.5159,-5,23.375
5,vertical_2-flanker,5,0,1,35,65.625,1.8659,-40,30.625
5,vertical_2-flanker,5,0,1,55,63.375,1.1085,-45,8.375
5,vertical_2-flanker,5,0,1,35,61.875,2.1326,-20,26.875
5,vertical_2-flanker,5,0,1,55,74.25,2.474,-45,19.25
5,vertical_2-flanker,5,1,0,35,22.125,1.3742,40,-12.875
5,vertical_2-flanker,5,0,1,35,31.875,1.1582,25,-3.125
5,vertical_2-flanker,5,1,0,55,69.375,1.6991,35,14.375
5,vertical_2-flanker,5,0,1,55,72.375,1.5909,-20,17.375
5,vertical_2-flanker,6,1,0,55,43.125,1.3157,-5,-11.875
5,vertical_2-flanker,6,0,1,35,65.625,2.0077,-40,30.625
5,vertical_2-flanker,6,1,0,55,73.875,1.1659,-40,18.875
5,vertical_2-flanker,6,0,1,35,23.25,1.134,-45,-11.75
5,vertical_2-flanker,6,1,0,35,27.375,1.541,15,-7.625
5,vertical_2-flanker,6,0,1,55,46.5,1.5744,40,-8.5
5,vertical_2-flanker,6,0,1,55,79.5,2.0908,-10,24.5
5,vertical_2-flanker,6,0,1,55,59.625,1.7575,45,4.625
5,vertical_2-flanker,6,0,1,55,68.25,1.2908,0,13.25
5,vertical_2-flanker,6,1,0,35,29.25,0.6339,40,-5.75
5,vertical_2-flanker,6,0,1,35,39,0.7076,90,4
5,vertical_2-flanker,6,1,0,35,42,1.2669,90,7
5,vertical_2-flanker,6,1,0,35,24,0.9083,-40,-11
5,vertical_2-flanker,6,0,1,35,47.25,2.1241,-25,12.25
5,vertical_2-flanker,6,0,1,35,30.375,1.8577,-45,-4.625
5,vertical_2-flanker,6,0,1,55,74.25,1.217,-30,19.25
5,vertical_2-flanker,6,0,1,35,28.125,1.6581,35,-6.875
5,vertical_2-flanker,6,0,1,35,57.75,1.5659,-10,22.75
5,vertical_2-flanker,6,0,1,35,53.625,1.2582,-5,18.625
5,vertical_2-flanker,6,1,0,35,50.25,1.5578,20,15.25
5,vertical_2-flanker,6,1,0,55,67.5,1.266,-35,12.5
5,vertical_2-flanker,6,0,1,55,76.5,1.4078,-40,21.5
5,vertical_2-flanker,6,1,0,55,66.75,1.9846,40,11.75
5,vertical_2-flanker,6,0,1,35,37.5,1.2252,-10,2.5
5,vertical_2-flanker,6,1,0,35,42.375,1.149,5,7.375
5,vertical_2-flanker,6,0,1,35,57.375,0.8827,-30,22.375
5,vertical_2-flanker,6,0,1,55,80.625,1.0243,90,25.625
5,vertical_2-flanker,6,0,1,35,39.375,1.616,5,4.375
5,vertical_2-flanker,6,1,0,55,71.625,0.9406,40,16.625
5,vertical_2-flanker,6,1,0,35,14.625,1.0909,10,-20.375
5,vertical_2-flanker,6,1,0,55,72.75,1.466,5,17.75
5,vertical_2-flanker,6,1,0,55,53.625,1.6246,20,-1.375
5,vertical_2-flanker,6,0,1,55,69,1.5575,-20,14
5,vertical_2-flanker,6,0,1,35,41.25,1.2173,-40,6.25
5,vertical_2-flanker,6,1,0,35,25.5,1.5077,-30,-9.5
5,vertical_2-flanker,6,1,0,35,42.75,1.1077,90,7.75
5,vertical_2-flanker,6,0,1,35,53.25,1.5501,-5,18.25
5,vertical_2-flanker,6,1,0,55,81.375,1.4004,-10,26.375
5,vertical_2-flanker,6,1,0,35,7.125,1.4416,-10,-27.875
5,vertical_2-flanker,6,0,1,35,54.75,0.8587,25,19.75
5,vertical_2-flanker,6,0,1,55,79.875,1.1407,-15,24.875
5,vertical_2-flanker,6,0,1,35,66,1.2743,-20,31
5,vertical_2-flanker,6,1,0,35,28.875,1.3328,-30,-6.125
5,vertical_2-flanker,6,1,0,55,65.625,1.1572,-30,10.625
5,vertical_2-flanker,6,1,0,35,20.25,1.7074,35,-14.75
5,vertical_2-flanker,6,0,1,35,39,0.708,90,4
5,vertical_2-flanker,6,0,1,55,76.875,1.2574,90,21.875
5,vertical_2-flanker,6,0,1,35,27.375,1.3826,45,-7.625
5,vertical_2-flanker,6,0,1,55,78,0.7328,90,23
5,vertical_2-flanker,6,0,1,35,45.75,1.3743,40,10.75
5,vertical_2-flanker,6,1,0,55,66.375,1.5919,5,11.375
5,vertical_2-flanker,6,0,1,55,60.375,1.474,25,5.375
5,vertical_2-flanker,6,0,1,55,67.875,1.2076,45,12.875
6,vertical_0-flanker,1,0,NaN,-35,-45,1.1743,NaN,-10
6,vertical_0-flanker,1,0,NaN,-55,-48.75,0.3328,NaN,NaN
6,vertical_0-flanker,1,1,NaN,-35,-56.625,0.3339,NaN,NaN
6,vertical_0-flanker,1,1,NaN,-35,-43.875,1.0496,NaN,-8.875
6,vertical_0-flanker,1,0,NaN,-55,-49.5,0.9171,NaN,5.5
6,vertical_0-flanker,1,0,NaN,-55,-79.125,3.4489,NaN,NaN
6,vertical_0-flanker,1,1,NaN,35,49.125,1.2162,NaN,14.125
6,vertical_0-flanker,1,1,NaN,-55,-45.75,1.0493,NaN,9.25
6,vertical_0-flanker,1,0,NaN,35,43.5,0.6079,NaN,8.5
6,vertical_0-flanker,1,0,NaN,-35,-51.75,0.9413,NaN,-16.75
6,vertical_0-flanker,1,1,NaN,-55,-42.375,1.2993,NaN,12.625
6,vertical_0-flanker,1,1,NaN,35,58.5,0.8244,NaN,23.5
6,vertical_0-flanker,1,1,NaN,55,44.25,1.2324,NaN,-10.75
6,vertical_0-flanker,1,1,NaN,35,23.25,1.2662,NaN,-11.75
6,vertical_0-flanker,1,1,NaN,-35,-52.5,0.883,NaN,-17.5
6,vertical_0-flanker,1,1,NaN,-55,-47.625,1.0496,NaN,7.375
6,vertical_0-flanker,1,0,NaN,-35,-36,0.8162,NaN,-1
6,vertical_0-flanker,1,1,NaN,55,63.375,0.4339,NaN,NaN
6,vertical_0-flanker,1,1,NaN,-55,-15,1.1492,NaN,NaN
6,vertical_0-flanker,1,0,NaN,35,48.375,0.7162,NaN,13.375
6,vertical_0-flanker,1,0,NaN,35,37.125,0.9662,NaN,2.125
6,vertical_0-flanker,1,0,NaN,55,72.75,0.6995,NaN,17.75
6,vertical_0-flanker,1,1,NaN,-55,-59.625,0.7576,NaN,-4.625
6,vertical_0-flanker,1,1,NaN,35,77.625,0.5829,NaN,NaN
6,vertical_0-flanker,1,0,NaN,55,35.625,0.5412,NaN,-19.375
6,vertical_0-flanker,1,1,NaN,-55,-61.5,1.1414,NaN,-6.5
6,vertical_0-flanker,1,0,NaN,-55,-56.25,0.7247,NaN,-1.25
6,vertical_0-flanker,1,0,NaN,35,9,0.9161,NaN,-26
6,vertical_0-flanker,1,0,NaN,35,27.75,0.6412,NaN,-7.25
6,vertical_0-flanker,1,0,NaN,-55,-39.75,0.9252,NaN,15.25
6,vertical_0-flanker,1,1,NaN,-55,-36,1.1504,NaN,19
6,vertical_0-flanker,1,0,NaN,55,21.375,0.616,NaN,-33.625
6,vertical_0-flanker,1,1,NaN,55,52.5,0.8746,NaN,-2.5
6,vertical_0-flanker,1,1,NaN,55,42.75,0.8664,NaN,-12.25
6,vertical_0-flanker,1,0,NaN,-35,-45.75,0.633,NaN,-10.75
6,vertical_0-flanker,1,0,NaN,-35,-48.75,0.7919,NaN,-13.75
6,vertical_0-flanker,1,1,NaN,-55,-50.625,0.7239,NaN,4.375
6,vertical_0-flanker,1,0,NaN,35,49.875,0.5585,NaN,14.875
6,vertical_0-flanker,1,0,NaN,55,42,1.0578,NaN,-13
6,vertical_0-flanker,1,1,NaN,55,51,0.6671,NaN,-4
6,vertical_0-flanker,1,0,NaN,-35,-45.375,0.7835,NaN,-10.375
6,vertical_0-flanker,1,1,NaN,35,43.125,0.7246,NaN,8.125
6,vertical_0-flanker,1,1,NaN,55,40.5,0.5837,NaN,-14.5
6,vertical_0-flanker,1,0,NaN,35,52.125,0.6591,NaN,17.125
6,vertical_0-flanker,1,1,NaN,-35,-57,0.8502,NaN,-22
6,vertical_0-flanker,1,1,NaN,-55,-51.75,1.1495,NaN,3.25
6,vertical_0-flanker,1,0,NaN,-35,-23.625,1.1413,NaN,11.375
