participantid,condition,block,reliabilityT,reliabilityF,theta,resp,rt,flankerMinusTarget,error
11,vertical_2-flanker,4,0,1,55,68.25,0.5247,10,13.25
11,vertical_2-flanker,4,0,1,55,53.625,1.2416,40,-1.375
11,vertical_2-flanker,4,0,1,35,65.625,1.0496,20,30.625
11,vertical_2-flanker,4,0,1,55,66,0.6749,-40,11
11,vertical_2-flanker,4,1,0,55,64.5,1.5412,0,9.5
11,vertical_2-flanker,5,1,0,55,71.25,0.7666,90,16.25
11,vertical_2-flanker,5,0,1,55,56.625,0.933,0,1.625
11,vertical_2-flanker,5,1,0,55,52.125,1.0581,-40,-2.875
11,vertical_2-flanker,5,1,0,55,48.75,1.7246,25,-6.25
11,vertical_2-flanker,5,1,0,55,55.875,0.5416,45,0.875
11,vertical_2-flanker,5,0,1,35,24.75,1.125,40,-10.25
11,vertical_2-flanker,5,0,1,55,51.75,1.7325,-5,-3.25
11,vertical_2-flanker,5,0,1,35,22.125,0.7994,40,-12.875
11,vertical_2-flanker,5,0,1,35,47.625,0.7832,15,12.625
11,vertical_2-flanker,5,0,1,35,44.625,0.8996,90,9.625
11,vertical_2-flanker,5,0,1,55,42.75,0.7832,30,-12.25
11,vertical_2-flanker,5,1,0,35,42.75,0.7249,-5,7.75
11,vertical_2-flanker,5,0,1,55,49.5,1.4079,0,-5.5
11,vertical_2-flanker,5,0,1,55,54.75,1.5996,0,-0.25
11,vertical_2-flanker,5,0,1,35,50.25,0.6915,-15,15.25
11,vertical_2-flanker,5,1,0,35,24.75,0.9249,-45,-10.25
11,vertical_2-flanker,5,1,0,55,49.875,1.1332,15,-5.125
11,vertical_2-flanker,5,0,1,55,41.25,1.0247,-45,-13.75
11,vertical_2-flanker,5,0,1,35,43.875,0.7832,-25,8.875
11,vertical_2-flanker,5,1,0,35,31.125,1.1748,-10,-3.875
11,vertical_2-flanker,5,0,1,35,42.375,0.9413,90,7.375
11,vertical_2-flanker,5,0,1,55,71.25,0.55,35,16.25
11,vertical_2-flanker,5,1,0,35,29.25,0.8549,-25,-5.75
11,vertical_2-flanker,5,1,0,35,22.875,1.1664,10,-12.125
11,vertical_2-flanker,5,0,1,35,32.625,0.7248,-40,-2.375
11,vertical_2-flanker,5,0,1,55,63.375,1.1837,-35,8.375
11,vertical_2-flanker,5,0,1,35,38.625,1.0498,15,3.625
11,vertical_2-flanker,5,1,0,35,24.375,0.8746,-25,-10.625
11,vertical_2-flanker,5,0,1,55,56.625,1.325,-15,1.625
11,vertical_2-flanker,5,1,0,35,40.125,0.7248,90,5.125
11,vertical_2-flanker,5,0,1,35,38.625,0.7413,90,3.625
11,vertical_2-flanker,5,0,1,35,35.625,1.325,90,0.625
11,vertical_2-flanker,5,1,0,35,43.125,0.7915,40,8.125
11,vertical_2-flanker,5,0,1,35,28.5,0.7998,35,-6.5
11,vertical_2-flanker,5,0,1,55,60,0.6,-5,5
11,vertical_2-flanker,5,1,0,55,54,0.8999,40,-1
11,vertical_2-flanker,5,0,1,55,75.75,0.7332,30,20.75
11,vertical_2-flanker,5,1,0,55,64.125,0.8749,40,9.125
11,vertical_2-flanker,5,0,1,35,55.125,0.4168,25,NaN
11,vertical_2-flanker,5,1,0,55,61.5,0.8167,45,6.5
11,vertical_2-flanker,5,1,0,35,47.25,0.5913,-15,12.25
11,vertical_2-flanker,5,1,0,55,64.125,1.2329,35,9.125
11,vertical_2-flanker,5,1,0,35,21,0.6247,90,-14
11,vertical_2-flanker,5,1,0,35,18.375,0.8494,-25,-16.625
11,vertical_2-flanker,5,1,0,35,36,1.5249,5,1
11,vertical_2-flanker,5,1,0,55,55.5,0.7416,15,0.5
11,vertical_2-flanker,5,1,0,35,42.75,0.8832,-5,7.75
11,vertical_2-flanker,5,0,1,55,31.5,1.7662,90,-23.5
11,vertical_2-flanker,5,1,0,55,74.25,0.5166,-15,19.25
11,vertical_2-flanker,5,0,1,35,28.125,0.5499,-5,-6.875
11,vertical_2-flanker,5,1,0,35,24.75,1.0662,25,-10.25
11,vertical_2-flanker,5,0,1,35,27.375,1.1081,0,-7.625
11,vertical_2-flanker,5,0,1,55,61.125,0.4162,-25,NaN
11,vertical_2-flanker,5,1,0,35,18.75,0.6417,30,-16.25
11,vertical_2-flanker,5,1,0,35,15,0.7162,-45,-20
11,vertical_2-flanker,5,1,0,55,57.375,1.0077,90,2.375
11,vertical_2-flanker,5,1,0,35,32.625,0.6665,0,-2.375
11,vertical_2-flanker,5,1,0,55,72.375,0.6165,-10,17.375
11,vertical_2-flanker,6,0,1,55,44.625,0.6663,90,-10.375
11,vertical_2-flanker,6,0,1,55,78.375,1.1083,-10,23.375
11,vertical_2-flanker,6,0,1,35,63,1.1248,0,28
11,vertical_2-flanker,6,1,0,55,48,0.9082,90,-7
11,vertical_2-flanker,6,1,0,35,32.25,0.6834,-35,-2.75
11,vertical_2-flanker,6,1,0,55,48.75,1.3166,-30,-6.25
11,vertical_2-flanker,6,1,0,35,28.875,0.583,35,-6.125
11,vertical_2-flanker,6,0,1,35,57,0.9496,15,22
11,vertical_2-flanker,6,1,0,35,59.625,1.5246,40,24.625
11,vertical_2-flanker,6,0,1,35,36.375,0.7663,-10,1.375
11,vertical_2-flanker,6,0,1,35,33.375,0.7582,-10,-1.625
11,vertical_2-flanker,6,0,1,35,47.25,0.6583,-30,12.25
11,vertical_2-flanker,6,1,0,35,19.5,0.6497,90,-15.5
11,vertical_2-flanker,6,1,0,55,66.75,0.8998,5,11.75
11,vertical_2-flanker,6,1,0,55,64.5,0.9665,45,9.5
11,vertical_2-flanker,6,1,0,35,20.25,0.7829,90,-14.75
11,vertical_2-flanker,6,1,0,55,52.875,1.0498,15,-2.125
11,vertical_2-flanker,6,0,1,55,57,0.6496,10,2
11,vertical_2-flanker,6,1,0,35,31.125,0.7408,30,-3.875
11,vertical_2-flanker,6,0,1,35,34.875,0.7662,-45,-0.125
11,vertical_2-flanker,6,1,0,35,22.125,1.1496,90,-12.875
11,vertical_2-flanker,6,0,1,55,36,0.8997,-5,-19
11,vertical_2-flanker,6,1,0,55,73.875,0.4666,25,NaN
11,vertical_2-flanker,6,0,1,55,41.25,0.8583,15,-13.75
11,vertical_2-flanker,6,0,1,55,71.625,0.8247,-25,16.625
11,vertical_2-flanker,6,0,1,55,72.75,0.5833,-15,17.75
11,vertical_2-flanker,6,0,1,35,49.5,0.6748,90,14.5
11,vertical_2-flanker,6,0,1,35,40.875,1.2159,90,5.875
11,vertical_2-flanker,6,0,1,35,39,0.7414,-30,4
11,vertical_2-flanker,6,0,1,35,63,1.0412,0,28
11,vertical_2-flanker,6,1,0,55,70.125,1.1246,-35,15.125
11,vertical_2-flanker,6,1,0,55,54,0.85,-25,-1
11,vertical_2-flanker,6,1,0,35,36.375,0.8416,45,1.375
11,vertical_2-flanker,6,0,1,55,67.125,0.6162,5,12.125
11,vertical_2-flanker,6,1,0,35,49.5,0.9915,10,14.5
11,vertical_2-flanker,6,1,0,55,66.75,0.8332,-45,11.75
11,vertical_2-flanker,6,1,0,35,30.75,0.7164,40,-4.25
11,vertical_2-flanker,6,1,0,55,68.25,0.9831,-5,13.25
11,vertical_2-flanker,6,0,1,35,48.75,0.6249,5,13.75
11,vertical_2-flanker,6,0,1,35,28.5,0.6497,-20,-6.5
11,vertical_2-flanker,6,0,1,55,49.5,0.8332,90,-5.5
11,vertical_2-flanker,6,0,1,55,65.625,0.8415,90,10.625
11,vertical_2-flanker,6,1,0,55,72.75,1.5246,-20,17.75
11,vertical_2-flanker,6,1,0,35,53.25,1.0831,-5,18.25
11,vertical_2-flanker,6,0,1,35,46.875,0.6579,-10,11.875
11,vertical_2-flanker,6,1,0,55,54,0.6579,-25,-1
11,vertical_2-flanker,6,1,0,35,27,1.483,25,-8
11,vertical_2-flanker,6,1,0,35,28.5,0.6665,5,-6.5
11,vertical_2-flanker,6,1,0,55,55.5,0.6913,-10,0.5
11,vertical_2-flanker,6,1,0,35,58.125,0.7079,-30,23.125
11,vertical_2-flanker,6,1,0,35,33.375,1.183,-20,-1.625
11,vertical_2-flanker,6,0,1,35,37.875,1.4744,-25,2.875
11,vertical_2-flanker,6,1,0,55,65.625,1.25,40,10.625
11,vertical_2-flanker,6,1,0,55,61.875,1.3249,-40,6.875
11,vertical_2-flanker,6,0,1,35,44.25,0.5416,20,9.25
11,vertical_2-flanker,6,1,0,55,68.25,0.4749,5,NaN
11,vertical_2-flanker,6,0,1,35,24.375,0.3249,30,NaN
11,vertical_2-flanker,6,1,0,55,67.5,0.7331,20,12.5
11,vertical_2-flanker,6,1,0,35,60,0.7416,-40,25
11,vertical_2-flanker,6,0,1,55,48.75,0.7833,30,-6.25
11,vertical_2-flanker,6,1,0,55,72.375,0.9832,90,17.375
12,vertical_0-flanker,1,0,NaN,35,33.375,1.3181,NaN,-1.625
12,vertical_0-flanker,1,0,NaN,55,40.875,1.3342,NaN,-14.125
12,vertical_0-flanker,1,0,NaN,55,37.875,1.1936,NaN,-17.125
12,vertical_0-flanker,1,1,NaN,35,50.625,1.4012,NaN,15.625
12,vertical_0-flanker,1,1,NaN,-35,-40.875,1.1383,NaN,-5.875
12,vertical_0-flanker,1,1,NaN,-35,-48.375,2.0617,NaN,-13.375
12,vertical_0-flanker,1,0,NaN,-55,-52.875,2.3874,NaN,2.125
12,vertical_0-flanker,1,0,NaN,55,55.875,1.0617,NaN,0.875
12,vertical_0-flanker,1,1,NaN,-55,-51.375,3.5338,NaN,NaN
12,vertical_0-flanker,1,0,NaN,55,61.875,0.7146,NaN,6.875
12,vertical_0-flanker,1,0,NaN,-35,-54,1.6313,NaN,-19
12,vertical_0-flanker,1,1,NaN,55,53.25,1.4438,NaN,-1.75
12,vertical_0-flanker,1,0,NaN,-55,-80.625,1.1175,NaN,-25.625
12,vertical_0-flanker,1,1,NaN,55,55.125,1.8671,NaN,0.125
12,vertical_0-flanker,1,0,NaN,-55,-63,2.8605,NaN,-8
12,vertical_0-flanker,1,0,NaN,-55,-85.125,2.5132,NaN,-30.125
12,vertical_0-flanker,1,0,NaN,-35,-42.75,2.645,NaN,-7.75
12,vertical_0-flanker,1,1,NaN,-35,-36.375,1.6453,NaN,-1.375
12,vertical_0-flanker,1,0,NaN,-35,-30.75,1.5826,NaN,4.25
12,vertical_0-flanker,1,1,NaN,55,52.125,0.8606,NaN,-2.875
12,vertical_0-flanker,1,0,NaN,55,57,0.7426,NaN,2
12,vertical_0-flanker,1,0,NaN,-55,-58.875,1.4642,NaN,-3.875
12,vertical_0-flanker,1,1,NaN,35,34.125,0.9442,NaN,-0.875
12,vertical_0-flanker,1,0,NaN,-55,-49.5,1.2626,NaN,5.5
12,vertical_0-flanker,1,0,NaN,55,57.75,0.6247,NaN,2.75
12,vertical_0-flanker,1,0,NaN,-55,-64.5,0.9576,NaN,-9.5
12,vertical_0-flanker,1,1,NaN,-35,-15.375,1.0341,NaN,19.625
12,vertical_0-flanker,1,0,NaN,35,60.75,0.729,NaN,25.75
12,vertical_0-flanker,1,0,NaN,35,19.5,0.8533,NaN,-15.5
12,vertical_0-flanker,1,1,NaN,-55,-49.125,0.7564,NaN,5.875
12,vertical_0-flanker,1,1,NaN,-35,-34.875,1.2353,NaN,0.125
12,vertical_0-flanker,1,0,NaN,-35,-21.75,0.4992,NaN,NaN
12,vertical_0-flanker,1,0,NaN,35,28.125,1.3119,NaN,-6.875
12,vertical_0-flanker,1,0,NaN,-35,-53.625,0.9019,NaN,-18.625
12,vertical_0-flanker,1,1,NaN,-35,-39.375,0.5693,NaN,-4.375
12,vertical_0-flanker,1,0,NaN,35,34.125,1.041,NaN,-0.875
12,vertical_0-flanker,1,0,NaN,55,56.25,0.5276,NaN,1.25
12,vertical_0-flanker,1,1,NaN,-35,-29.25,0.8679,NaN,5.75
12,vertical_0-flanker,1,0,NaN,35,49.5,0.9021,NaN,14.5
12,vertical_0-flanker,1,0,NaN,55,66.375,1.9093,NaN,11.375
12,vertical_0-flanker,1,1,NaN,-55,-61.875,0.7148,NaN,-6.875
12,vertical_0-flanker,1,0,NaN,-55,-60,4.7629,NaN,NaN
12,vertical_0-flanker,1,1,NaN,55,48,0.8814,NaN,-7
12,vertical_0-flanker,1,0,NaN,-55,-50.25,3.4644,NaN,NaN
12,vertical_0-flanker,1,0,NaN,35,54,0.9986,NaN,19
12,vertical_0-flanker,1,1,NaN,-55,-65.625,2.6865,NaN,-10.625
12,vertical_0-flanker,1,1,NaN,-35,-42.375,1.1446,NaN,-7.375
12,vertical_0-flanker,1,1,NaN,35,51.75,0.8457,NaN,16.75
12,vertical_0-flanker,1,0,NaN,55,58.5,0.7842,NaN,3.5
12,vertical_0-flanker,1,1,NaN,55,67.125,1.5884,NaN,12.125
12,vertical_0-flanker,1,1,NaN,55,45,1.2634,NaN,-10
12,vertical_0-flanker,1,0,NaN,-55,-61.875,2.041,NaN,-6.875
12,vertical_0-flanker,1,1,NaN,-55,-64.125,0.8341,NaN,-9.125
12,vertical_0-flanker,1,1,NaN,-35,-58.5,1.0903,NaN,-23.5
12,vertical_0-flanker,1,1,NaN,55,44.25,1.8188,NaN,-10.75
12,vertical_0-flanker,1,1,NaN,55,48.375,1.5617,NaN,-6.625
12,vertical_0-flanker,2,1,NaN,35,24.375,1.186,NaN,-10.625
12,vertical_0-flanker,2,1,NaN,-35,-47.625,1.2909,NaN,-12.625
12,vertical_0-flanker,2,1,NaN,35,26.625,1.277,NaN,-8.375
12,vertical_0-flanker,2,1,NaN,55,55.125,0.9367,NaN,0.125
12,vertical_0-flanker,2,0,NaN,55,65.25,1.2282,NaN,10.25
12,vertical_0-flanker,2,1,NaN,55,54,0.8672,NaN,-1
12,vertical_0-flanker,2,0,NaN,-55,-79.5,3.6657,NaN,NaN
12,vertical_0-flanker,2,0,NaN,35,38.625,0.9226,NaN,3.625
12,vertical_0-flanker,2,0,NaN,55,58.5,1.3536,NaN,3.5
12,vertical_0-flanker,2,1,NaN,55,57.375,0.5417,NaN,2.375
12,vertical_0-flanker,2,1,NaN,-35,-43.125,1.1026,NaN,-8.125
12,vertical_0-flanker,2,1,NaN,-35,-28.5,1.3884,NaN,6.5
12,vertical_0-flanker,2,0,NaN,55,54,1.0759,NaN,-1
12,vertical_0-flanker,2,1,NaN,55,54.375,0.7836,NaN,-0.625
12,vertical_0-flanker,2,1,NaN,35,43.875,0.7912,NaN,8.875
12,vertical_0-flanker,2,0,NaN,-35,-32.25,1.4718,NaN,2.75
12,vertical_0-flanker,2,0,NaN,-35,-39.75,2.0814,NaN,-4.75
12,vertical_0-flanker,2,0,NaN,35,36.375,0.7704,NaN,1.375
12,vertical_0-flanker,2,1,NaN,-55,-66,0.8879,NaN,-11
12,vertical_0-flanker,2,1,NaN,-35,-27.75,1.7906,NaN,7.25
12,vertical_0-flanker,2,0,NaN,55,41.25,0.992,NaN,-13.75
12,vertical_0-flanker,2,1,NaN,-35,-37.125,0.8539,NaN,-2.125
12,vertical_0-flanker,2,0,NaN,-55,-40.5,0.6933,NaN,14.5
12,vertical_0-flanker,2,1,NaN,55,56.25,1.2624,NaN,1.25
12,vertical_0-flanker,2,0,NaN,-55,-73.5,0.6735,NaN,-18.5
12,vertical_0-flanker,2,1,NaN,55,52.5,0.5682,NaN,-2.5
12,vertical_0-flanker,2,0,NaN,-55,-28.125,0.736,NaN,26.875
12,vertical_0-flanker,2,0,NaN,-35,-67.5,1.2078,NaN,-32.5
12,vertical_0-flanker,2,1,NaN,-55,-69,0.9224,NaN,-14
12,vertical_0-flanker,2,1,NaN,55,59.625,1.0886,NaN,4.625
12,vertical_0-flanker,2,1,NaN,-55,-63,1.0819,NaN,-8
12,vertical_0-flanker,2,1,NaN,-55,-60,1.6924,NaN,-5
12,vertical_0-flanker,2,0,NaN,-55,57.75,0.7501,NaN,NaN
12,vertical_0-flanker,2,1,NaN,35,47.25,0.8119,NaN,12.25
12,vertical_0-flanker,2,0,NaN,55,58.5,0.4931,NaN,NaN
12,vertical_0-flanker,2,1,NaN,-55,-71.625,0.9712,NaN,-16.625
12,vertical_0-flanker,2,0,NaN,55,61.125,0.936,NaN,6.125
12,vertical_0-flanker,2,1,NaN,-55,-79.125,1.0479,NaN,-24.125
12,vertical_0-flanker,2,0,NaN,55,49.875,1.055,NaN,-5.125
12,vertical_0-flanker,2,1,NaN,-55,-64.875,1.1999,NaN,-9.875
12,vertical_0-flanker,2,1,NaN,35,45.75,1.0341,NaN,10.75
12,vertical_0-flanker,2,1,NaN,35,44.25,1.0541,NaN,9.25
12,vertical_0-flanker,2,0,NaN,-55,-53.625,4.5758,NaN,NaN
12,vertical_0-flanker,2,1,NaN,-55,-48.375,1.8189,NaN,6.625
12,vertical_0-flanker,2,0,NaN,55,53.625,1.6517,NaN,-1.375
12,vertical_0-flanker,2,1,NaN,55,66.375,0.5971,NaN,11.375
12,vertical_0-flanker,2,1,NaN,-55,-59.625,0.8184,NaN,-4.625
12,vertical_0-flanker,2,0,NaN,-55,-69.375,1.0417,NaN,-14.375
12,vertical_0-flanker,2,1,NaN,-35,-24,0.8597,NaN,11
12,vertical_0-flanker,2,0,NaN,35,50.25,0.9567,NaN,15.25
12,vertical_0-flanker,2,1,NaN,35,28.875,1.4511,NaN,-6.125
12,vertical_0-flanker,2,1,NaN,55,28.5,1.3458,NaN,-26.5
12,vertical_0-flanker,2,0,NaN,55,-39.75,0.4646,NaN,NaN
12,vertical_0-flanker,2,1,NaN,55,49.125,1.1516,NaN,-5.875
12,vertical_0-flanker,2,0,NaN,-55,-54.375,1.0619,NaN,0.625
12,vertical_0-flanker,2,1,NaN,-55,-61.5,0.9234,NaN,-6.5
12,vertical_0-flanker,3,1,NaN,55,55.125,1.5541,NaN,0.125
12,vertical_0-flanker,3,0,NaN,35,43.5,1.0403,NaN,8.5
12,vertical_0-flanker,3,0,NaN,55,59.25,0.6103,NaN,4.25
12,vertical_0-flanker,3,0,NaN,-35,-35.25,0.3967,NaN,NaN
12,vertical_0-flanker,3,1,NaN,-55,-33.75,0.6527,NaN,21.25
12,vertical_0-flanker,3,0,NaN,-55,-66.375,0.8399,NaN,-11.375
12,vertical_0-flanker,3,1,NaN,35,58.875,0.8386,NaN,23.875
12,vertical_0-flanker,3,1,NaN,-35,-30.375,0.8456,NaN,4.625
12,vertical_0-flanker,3,1,NaN,55,57,0.5263,NaN,2
12,vertical_0-flanker,3,1,NaN,35,35.25,0.4025,NaN,NaN
12,vertical_0-flanker,3,1,NaN,55,54.375,0.7278,NaN,-0.625
12,vertical_0-flanker,3,0,NaN,-55,-62.625,0.7575,NaN,-7.625
12,vertical_0-flanker,3,0,NaN,-35,-18.75,2.7069,NaN,16.25
12,vertical_0-flanker,3,0,NaN,35,32.25,1.3327,NaN,-2.75
12,vertical_0-flanker,3,1,NaN,55,33.375,1.068,NaN,-21.625
12,vertical_0-flanker,3,0,NaN,-55,-68.625,1.0748,NaN,-13.625
12,vertical_0-flanker,3,0,NaN,55,45.75,1.0886,NaN,-9.25
12,vertical_0-flanker,3,0,NaN,-35,-20.25,2.0606,NaN,14.75
12,vertical_0-flanker,3,0,NaN,55,59.625,0.6512,NaN,4.625
12,vertical_0-flanker,3,0,NaN,-55,-55.875,0.8113,NaN,-0.875
12,vertical_0-flanker,3,1,NaN,55,50.625,0.6594,NaN,-4.375
12,vertical_0-flanker,3,0,NaN,35,18.75,0.8113,NaN,-16.25
12,vertical_0-flanker,3,0,NaN,-55,-46.875,0.832,NaN,8.125
12,vertical_0-flanker,3,1,NaN,55,59.25,1.3249,NaN,4.25
12,vertical_0-flanker,3,0,NaN,-55,-41.625,0.5276,NaN,13.375
12,vertical_0-flanker,3,0,NaN,-35,-13.875,0.8187,NaN,21.125
12,vertical_0-flanker,3,0,NaN,35,37.875,1.006,NaN,2.875
12,vertical_0-flanker,3,1,NaN,-35,-21,0.9365,NaN,14
12,vertical_0-flanker,3,0,NaN,55,57,0.9287,NaN,2
12,vertical_0-flanker,3,0,NaN,-35,-18.75,2.7138,NaN,16.25
12,vertical_0-flanker,3,0,NaN,35,36.75,0.5262,NaN,1.75
12,vertical_0-flanker,3,1,NaN,55,53.25,0.8394,NaN,-1.75
12,vertical_0-flanker,3,1,NaN,35,29.625,0.4078,NaN,NaN
12,vertical_0-flanker,3,0,NaN,-35,-40.5,0.7901,NaN,-5.5
12,vertical_0-flanker,3,0,NaN,55,51,1.0129,NaN,-4
12,vertical_0-flanker,3,1,NaN,-35,-25.875,1.047,NaN,9.125
12,vertical_0-flanker,3,0,NaN,-35,-41.625,0.6041,NaN,-6.625
12,vertical_0-flanker,3,1,NaN,35,31.125,1.4299,NaN,-3.875
12,vertical_0-flanker,3,1,NaN,55,45.375,1.2632,NaN,-9.625
12,vertical_0-flanker,3,1,NaN,-55,-50.25,1.7486,NaN,4.75
12,vertical_0-flanker,3,1,NaN,35,41.625,0.8887,NaN,6.625
12,vertical_0-flanker,3,1,NaN,35,45.75,1.457,NaN,10.75
12,vertical_0-flanker,3,0,NaN,-55,-54.375,0.8452,NaN,0.625
12,vertical_0-flanker,3,1,NaN,-35,-52.875,0.5895,NaN,-17.875
12,vertical_0-flanker,3,1,NaN,-55,-51.375,1.9841,NaN,3.625
12,vertical_0-flanker,3,0,NaN,55,44.625,1.214,NaN,-10.375
12,vertical_0-flanker,3,1,NaN,-55,-44.25,0.7207,NaN,10.75
12,vertical_0-flanker,3,1,NaN,-35,-42.375,0.971,NaN,-7.375
12,vertical_0-flanker,3,1,NaN,-55,-59.625,0.9012,NaN,-4.625
12,vertical_0-flanker,3,1,NaN,35,27,0.9365,NaN,-8
12,vertical_0-flanker,3,0,NaN,55,56.625,1.1716,NaN,1.625
12,vertical_0-flanker,3,0,NaN,55,46.875,0.8594,NaN,-8.125
12,vertical_0-flanker,3,1,NaN,55,58.125,0.9916,NaN,3.125
12,vertical_0-flanker,3,1,NaN,35,42.75,1.408,NaN,7.75
12,vertical_0-flanker,3,1,NaN,-55,-62.625,0.5958,NaN,-7.625
12,vertical_0-flanker,3,1,NaN,35,34.5,0.7978,NaN,-0.5
12,vertical_0-flanker,4,0,NaN,35,22.875,1.2141,NaN,-12.125
12,vertical_0-flanker,4,0,NaN,35,35.625,0.6304,NaN,0.625
12,vertical_0-flanker,4,1,NaN,-55,-42,1.3032,NaN,13
12,vertical_0-flanker,4,1,NaN,55,56.625,0.7144,NaN,1.625
12,vertical_0-flanker,4,1,NaN,-55,-51.75,1.0406,NaN,3.25
12,vertical_0-flanker,4,0,NaN,-55,-62.25,0.6933,NaN,-7.25
12,vertical_0-flanker,4,0,NaN,-35,-18.75,1.2694,NaN,16.25
12,vertical_0-flanker,4,0,NaN,-55,-20.625,1.3187,NaN,34.375
12,vertical_0-flanker,4,0,NaN,55,59.25,0.6943,NaN,4.25
12,vertical_0-flanker,4,0,NaN,35,33.375,0.9929,NaN,-1.625
12,vertical_0-flanker,4,1,NaN,-55,-53.25,0.7974,NaN,1.75
12,vertical_0-flanker,4,0,NaN,-55,-63.375,1.1102,NaN,-8.375
12,vertical_0-flanker,4,1,NaN,35,30,0.8521,NaN,-5
12,vertical_0-flanker,4,1,NaN,55,64.5,1.7694,NaN,9.5
12,vertical_0-flanker,4,1,NaN,35,17.625,1.5476,NaN,-17.375
12,vertical_0-flanker,4,1,NaN,35,23.625,1.1929,NaN,-11.375
12,vertical_0-flanker,4,0,NaN,35,27,1.1305,NaN,-8
12,vertical_0-flanker,4,0,NaN,-35,-23.25,1.6093,NaN,11.75
12,vertical_0-flanker,4,1,NaN,35,39.75,0.9433,NaN,4.75
12,vertical_0-flanker,4,1,NaN,-55,-48.75,0.9642,NaN,6.25
12,vertical_0-flanker,4,1,NaN,35,36,0.6858,NaN,1
12,vertical_0-flanker,4,1,NaN,-35,-37.875,0.6935,NaN,-2.875
12,vertical_0-flanker,4,0,NaN,-35,-40.875,0.9288,NaN,-5.875
12,vertical_0-flanker,4,0,NaN,55,31.125,0.8401,NaN,-23.875
12,vertical_0-flanker,4,0,NaN,35,24.375,0.4158,NaN,NaN
12,vertical_0-flanker,4,0,NaN,-55,-47.25,0.9845,NaN,7.75
12,vertical_0-flanker,4,1,NaN,-55,-60.75,0.6371,NaN,-5.75
12,vertical_0-flanker,4,0,NaN,-35,-14.25,0.4167,NaN,NaN
12,vertical_0-flanker,4,1,NaN,-35,-36.75,0.7346,NaN,-1.75
12,vertical_0-flanker,4,1,NaN,-35,-31.875,1.4774,NaN,3.125
12,vertical_0-flanker,4,0,NaN,55,31.875,0.9295,NaN,-23.125
12,vertical_0-flanker,4,0,NaN,35,21,1.0545,NaN,-14
12,vertical_0-flanker,4,0,NaN,-35,-30.75,1.0195,NaN,4.25
12,vertical_0-flanker,4,1,NaN,-55,-49.875,0.839,NaN,5.125
12,vertical_0-flanker,4,0,NaN,-55,-55.5,0.7077,NaN,-0.5
12,vertical_0-flanker,4,0,NaN,-35,-28.5,0.8333,NaN,6.5
12,vertical_0-flanker,4,1,NaN,-55,-52.125,0.9775,NaN,2.875
12,vertical_0-flanker,4,0,NaN,-35,-51,0.5347,NaN,-16
12,vertical_0-flanker,4,0,NaN,-35,-36.75,0.7363,NaN,-1.75
12,vertical_0-flanker,4,0,NaN,-35,-53.25,0.9637,NaN,-18.25
12,vertical_0-flanker,4,0,NaN,-55,-30,0.4097,NaN,NaN
12,vertical_0-flanker,4,0,NaN,35,33.375,1.1795,NaN,-1.625
12,vertical_0-flanker,4,0,NaN,35,33,1.2349,NaN,-2
12,vertical_0-flanker,4,1,NaN,-35,-35.25,0.7846,NaN,-0.25
12,vertical_0-flanker,4,0,NaN,-35,-32.25,0.7012,NaN,2.75
12,vertical_0-flanker,4,0,NaN,35,33.75,1.0748,NaN,-1.25
12,vertical_0-flanker,4,1,NaN,-35,-31.875,1.069,NaN,3.125
12,vertical_0-flanker,4,0,NaN,55,77.625,0.8472,NaN,22.625
12,vertical_0-flanker,4,0,NaN,-55,-82.5,1.6512,NaN,-27.5
12,vertical_0-flanker,4,1,NaN,-55,-64.5,4.527,NaN,NaN
12,vertical_0-flanker,4,1,NaN,35,35.625,0.7272,NaN,0.625
12,vertical_0-flanker,4,1,NaN,-55,-60.75,1.1865,NaN,-5.75
12,vertical_0-flanker,4,0,NaN,35,36,0.8193,NaN,1
12,vertical_0-flanker,4,0,NaN,-35,-58.875,0.693,NaN,-23.875
12,vertical_0-flanker,4,0,NaN,-35,-44.25,0.4437,NaN,NaN
12,vertical_0-flanker,4,1,NaN,-35,-30.375,1.4715,NaN,4.625
12,vertical_0-flanker,5,1,NaN,-35,-21.75,1.0611,NaN,13.25
12,vertical_0-flanker,5,0,NaN,-35,-25.5,0.8803,NaN,9.5
12,vertical_0-flanker,5,1,NaN,-35,-25.125,0.7277,NaN,9.875
12,vertical_0-flanker,5,1,NaN,-55,-63.75,1.2003,NaN,-8.75
12,vertical_0-flanker,5,1,NaN,35,30.75,0.5272,NaN,-4.25
12,vertical_0-flanker,5,1,NaN,35,39.375,1.1101,NaN,4.375
12,vertical_0-flanker,5,0,NaN,-35,24.75,0.701,NaN,NaN
12,vertical_0-flanker,5,1,NaN,-35,-37.125,1.7553,NaN,-2.125
12,vertical_0-flanker,5,1,NaN,35,40.125,0.7483,NaN,5.125
12,vertical_0-flanker,5,0,NaN,-55,-46.125,0.5407,NaN,8.875
12,vertical_0-flanker,5,1,NaN,55,47.625,0.6668,NaN,-7.375
12,vertical_0-flanker,5,1,NaN,35,39.75,1.1443,NaN,4.75
12,vertical_0-flanker,5,1,NaN,55,66,1.7484,NaN,11
12,vertical_0-flanker,5,0,NaN,35,25.875,1.068,NaN,-9.125
12,vertical_0-flanker,5,1,NaN,-35,-38.625,1.3108,NaN,-3.625
12,vertical_0-flanker,5,0,NaN,55,64.125,0.6927,NaN,9.125
